gitlog_json_print.py,1,0,1,0,0
git-log2json.sh,0,1,1,0,0
git-stat2json.sh,0,0,1,0,0
gitlogjson.rb,0,1,0,0,0
.gitignore,0,0,0,0,1
README.md,0,0,0,1,0
LICENSE,0,0,0,0,1
